access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr 
public,24 hours daily,,,2020-04-04,,ELEC,Public,88780,,,E,SHELTER ISLAND,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.0697943,-72.3385478,Shelter Island,STATION 1; Shelter Island Police Department,,NY,2-6 E Thomas St,11964,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:208869'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,88786,,,E,TOWNE BMW,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.9641386,-78.6880465,Williamsville,DUAL CHARGER; Across from Building (SouthWest Corner),,NY,8195 Main St,14221,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:95511'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89047,,,E,MAIN LIBRARY,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.8152467,-73.9377018,Schenectady,SCHENECTADY; In lot off of Clinton Street,,NY,99 Clinton St,12305,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:226080'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89779,,,E,WOODLAWN GARAGE,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0818863,-73.7865244,Saratoga Springs,SARATOGA; Top floor,,NY,17-21 Division St,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:269691'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89783,,,E,ELECTRIC CAT,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.6842743,-74.8773273,Bethel,CATSKILL DISTIL; Rear of building ,,NY,2037 Nys Hwy 17b,12720,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:218803'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89903,,,E,2600 6TH AVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.7418151,-73.6823865,Troy,JOHNSTONE 2600; To the right of main entrance. Between yellow posts.,,NY,102 Jay St,12180,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $25 per additional hour, $1.78 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:226410'], 'ports': ['1', '2']}"
private,,,,2019-04-08,,ELEC,Private,89914,2017-12-01,P,E,Davidson Chevrolet Cadillac Buick GMC of Rome,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,43.232936,-75.496866,Rome,,,NY,5871 Rome-Taberg Rd,13440,US,,,,,,,,,,,"['J1772', 'J1772COMBO']",1,,3,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,89930,,,E,K&H STATION 1,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8538916,-73.1599226,Nesconset,KELLY & HAYES; Parking Lot Left Front of Building,,NY,66 Southern Blvd,11767,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 8 hours, and $5 per additional hour, $0.4 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:286451'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89931,,,E,STRAND THEATRE,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.7108479,-74.9721519,Old Forge,THE STRAND; Side of Front Door Diner,,NY,3092 NY-28,13420,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:286411'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89932,,,E,BATAVIA DOWNS,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0086833,-78.2060545,Batavia,BATAVIA DOWNS; Near front entrance ,,NY,8323-8325 Park Rd,14020,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:281201'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89934,,,E,MONTGOMERY COUN,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.9345415,-74.3323165,Fultonville,MONTGOMERY CNTY; Near main entrance,,NY,200 Clark Dr,12072,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:224160'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,89937,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.9325906,-74.0161362,Kingston,"CARR BUILDING; Parking area restricted to employees only during working hours and is available to the public all other times. The fee for public charging is $0.50 per hour, effective 1-1-2020.",,NY,5 Pearl St,12401,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:211369'], 'ports': ['1', '2']}"
public,24 hours daily; 2 hour limit,,,2020-03-03,,ELEC,Public,91865,2018-01-01,P,E,Price Chopper,315-622-6008,2020-03-03T21:13:47Z,GROCERY,200-9,43.18835,-76.2455,Liverpool,,,NY,3863 Route 31,13090,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-03-03,,ELEC,Public,92004,2018-02-01,LG,E,Town of Ashford,716-942-6016,2020-03-03T21:13:47Z,MUNI_GOV,200-9,42.406807,-78.612777,West Valley,,,NY,9377 Route 240,14171,US,,,,,,,,,,,['NEMA520'],,2,,Non-Networked,,,,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-03-03,,ELEC,Public,92116,2017-08-01,LG,E,Village of Sodus,315-483-9821,2020-03-03T21:13:47Z,MUNI_GOV,200-9,43.235555,-77.061621,Sodus,Enter municipal lot from Main or Gaylord Streets,,NY,14-16 Mill St,14551,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-04-04,,ELEC,Public,92259,,,E,TOWN OF BABYLON,888-758-4389,2020-04-04T09:19:44Z,,200-9,40.726021,-73.329552,North Babylon,"PHELPS LANE 1; Left Station 
PHELPS LANE 2; Right side station ",,NY,151 Phelps Ln,11703,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:315981', '1:357631'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92271,,,E,APEX,888-758-4389,2020-04-04T09:19:44Z,,200-9,43.299688,-73.669405,Queensbury,"STATION 1; Off Exit 18 Queensbury, NY
STATION 2; Left most station
STATION 3; Middle station 
STATION 4; Right most station 
STATION 5
STATION 6",,NY,64 Main St,12804,US,,,,,,,,,,,['J1772'],,,12,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1690641', '1:339291', '1:716941', '1:787691', '1:790171', '1:790191'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92277,,,E,BARD ALMNCT,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.0314528,-73.9041863,Tivoli,FISHER CENTER; In third lot “C”,,NY,Robbins Rd,12583,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 1 hour, and $3 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:334851'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92279,,,E,HWS COLLEGES,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.8599595,-76.984274,Geneva,MEDBERY LOT; Left of security office ,,NY,311 Pulteney St,14456,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:334791'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92319,,,E,HOLT1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.4390692,-76.5101044,Ithaca,HOLT; Directly in front of Holt Architects,,NY,671-699 W State St,14850,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$2 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:287031'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92327,,,E,CITY OF ITHACA,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.4421418,-76.4861117,Ithaca,DRYDEN; 2nd floor,,NY,118 Dryden Rd,14850,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:277421'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92331,,,E,210 HANCOCK,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.4482748,-76.5033538,Ithaca,STATION 1,,NY,423 1st St,14850,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:268331'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92334,,,E,CITY OF ITHACA,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.4406668,-76.4962137,Ithaca,SENECA STREET; 3rd floor ,,NY,202 NY-79,14850,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:264791'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92366,,,E,TRICOR-PLAT1-2N,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.7459524,-74.0840691,New Paltz,NEW PALTZ; Tricor and Plattekill avenues,,NY,30-34 Plattekill Ave,12561,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:227182'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92371,,,E,DEWITT EV 1,888-758-4389,2020-04-04T09:19:44Z,,200-9,43.046615,-76.049353,East Syracuse,"CHARGEPOINT; Left parking lot
STATION 2; -",,NY,5400 Butternut Drive,13057,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,$0.35 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:226074', '1:596711'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92412,,,E,WYOMING COUNTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.7406244,-78.1337054,Warsaw,STATION 1; West side of rt. 20A,,NY,23 W Buffalo St,14569,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$1 per hour, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:205023'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92429,,,E,COMMCTR,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.756382,-74.0810409,New Paltz,NEW PALTZ TOWN; Near front entrance ,,NY,Veterans Dr,12561,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 6 hours, and $1 per additional hour, $0.14 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:191151'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92494,,,E,SHINEMAN SOUTH,888-758-4389,2020-04-04T09:19:44Z,,200-8,43.453772,-76.536902,Oswego,"SHINEMAN 01GW; PERMIT REQUIRED (oswego.edu_parking 315.312.3227) Located on SUNY Oswego Campus in front of the Shineman Center; Lot C-8 (off Washington Blvd)
SHINEMAN 02; PERMIT REQUIRED (oswego.edu_parking 315.312.3227) Located on the SUNY Oswego campus in front of the Shineman center; Parking Lot C-8 off Washington Boulevard
SHINEMAN 03; PERMIT REQUIRED (oswego.edu_parking 315.312.3227) Located on the SUNY Oswego campus in front of the Shineman center; Parking Lot C-8 off Washington Boulevard",,NY,309 Washington Blvd SUNY Oswego PERMIT REQUIRED - Parking Lot C-8,13126,US,,,,,,,,,,,['J1772'],,,6,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $25, maximum session time is 23 hours",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:118881', '1:118901', '1:119371'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92514,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.9359712,-74.0282439,Kingston,"PUBLIC WORKS; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020. Station is located in the rear of the public works lot",,NY,317 Shamrock Lane,12401,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:91449'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92515,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.9130185,-74.0146564,Kingston,"UCLEC; Station is located o the North East side of building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",,NY,380 Boulevard,12401,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:91439'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92516,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,200-9,41.7177538,-74.396401,Ellenville,"TRUDY RESNICK; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",,NY,50 Center St,12428,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:766981'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,92518,,,E,ULSTER COUNTY,888-758-4389,2020-04-04T09:19:44Z,,200-9,41.9310913,-74.0105886,Kingston,"PROBATION DEPT; Station located at rear of the building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",,NY,733 Broadway,12401,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:767171'], 'ports': ['1', '2']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93042,,,E,Legend Nissan,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.809522,-73.507887,Syosset,,,NY,268 Jericho Tpke,11791,US,,,,,,,,,,,['CHADEMO'],1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['606'], 'posts': ['85']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93221,,,E,Woodbury Common Premium Outlets,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.313472,-74.125,Central Valley,,,NY,498 Red Apple Ct,10917,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",2,,2,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['592'], 'posts': ['1999', '2000', '4601', '653']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93249,,,E,Sunshine Square,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.807079,-72.954544,Medford,,,NY,700 Patchogue Yaphank Rd,11763,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1,,1,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['596'], 'posts': ['52569', '747']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93308,,,E,Walgreens,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.65678,-73.97776,Brooklyn,,,NY,589 Prospect Ave,11215,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1,,1,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['423'], 'posts': ['1822', '877']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93379,,,E,CVS Pharmacy,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.997812,-73.87331,Red Hook,,,NY,7568 N Broadway,12571,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['648'], 'posts': ['1187']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93480,,,E,Hannaford Supermarket,877-455-3833,2020-04-04T10:02:51Z,,GPS,42.716216,-73.934492,Altamont,,,NY,5239 Western Tpke,12009,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['177'], 'posts': ['1401']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93507,,,E,Hannaford Supermarket,877-455-3833,2020-04-04T10:02:51Z,,GPS,42.788251,-73.672111,Troy,,,NY,9 126th St,12182,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['232'], 'posts': ['1463']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93508,,,E,Hannaford Supermarket,877-455-3833,2020-04-04T10:02:51Z,,GPS,42.680658,-73.790978,Albany,,,NY,900 Central Ave,12206,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['231'], 'posts': ['1465']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93509,,,E,Hannaford Supermarket,877-455-3833,2020-04-04T10:02:51Z,,GPS,42.649353,-73.923215,Voorheesville,,,NY,5 Maple Rd,12186,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['475'], 'posts': ['1467']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93537,,,E,College Plaza,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.865165,-73.051629,Selden,,,NY,15-109 Middle Country Rd,11784,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['48'], 'posts': ['1535']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93540,,,E,Hannaford Supermarket,877-455-3833,2020-04-04T10:02:51Z,,GPS,42.6975,-73.648487,Wynantskill,,,NY,40 Main Ave,12198,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['430'], 'posts': ['1541']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93596,,,E,Cumberland Farms,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.870427,-72.800084,Manorville,,,NY,498 County Road 111,11949,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['42'], 'posts': ['1741']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93696,,,E,Tazza Cafe,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.256656,-73.684266,Katonah,,,NY,186 Katonah Ave,10536,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['707'], 'posts': ['2234']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93697,,,E,Staples Plaza,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.289986,-73.83073,Yorktown Heights,,,NY,3379 Crompond Rd,10598,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['708'], 'posts': ['2236']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93699,,,E,Towne Centre at Somers,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.32539,-73.686843,Somers,,,NY,325 Route 100,10589,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['731'], 'posts': ['2240']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93700,,,E,Somers Commons Shopping Center,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.344875,-73.756256,Baldwin Place,,,NY,80 Route 6,10505,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['730'], 'posts': ['2242']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93701,,,E,Putnam Plaza Shopping Center,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.412844,-73.667098,Carmel,,,NY,1872 Route 6,10512,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['732'], 'posts': ['2244']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93703,,,E,Greenville Center,877-455-3833,2020-04-04T10:02:51Z,,GPS,40.995411,-73.819055,Scarsdale,,,NY,855 Central Park Ave,10583,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['107'], 'posts': ['2250']}"
public,24 hours daily,KEY_ALWAYS,,2020-04-04,,ELEC,Public - Card key at all times,93704,,,E,Arcadian Shopping Center,877-455-3833,2020-04-04T10:02:51Z,,GPS,41.143368,-73.862697,Ossining,,,NY,216 S Highland Ave,10562,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,Public - Carte-clé en tout temps,,"{'station': ['105'], 'posts': ['2252']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,93760,,,E,PPC,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.1536459,-75.9659579,Bridgeport,"STATION 1; Rear parking lot
STATION 2; Rear parking lot",,NY,Point Place Casino 450 St Route 31,13030,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:372651', '1:379211'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,93830,,,E,SCHENECTADY,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.8143479,-73.9390169,Schenectady,CITY HALL; Corner of Clinton and Liberty outside of Schenectady City Hall,,NY,500-530 Liberty St,12305,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:215521'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,93835,,,E,KEELER BMW,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.766981,-73.8142165,Latham,STATION 01; -,,NY,1111 Troy-Schenectady Road,12110,US,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:98301'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,94349,,,E,TOWN OF BABYLON,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.6337203,-73.3336626,Babylon,"OVERLOOK 1
OVERLOOK 2",,NY,100 Ocean Pkwy,11702,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:353851', '1:357611'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,94352,,,E,OLD TOWN HALL,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.3942452,-76.3504896,Slaterville Springs,CAROLINE; Left side of front entrance ,,NY,21-23 Midline Rd,14881,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$0.15 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:226112'], 'ports': ['1', '2']}"
